Cigala SCAMPI,Crudas,Enteras y Congeladas 13/16 piezas,pack 800g;14,52;2416
Gamba Pelada CONSUMER, Cruda, Grande 40/60 piezas , pack 400g;6,21;1033
Gamba Pelada CONSUMER, Cruda, Mediana 80/120 piezas, pack 400g;3,66;609
Gamba Pelada CONSUMER, Cruda, Pequeña 100/200 piezas , pack 200g;1,75;291
Gamba Plancha DELFÍN, pack 500g;9,39;1562
Preparado para Paella Marinera FRUDESA, pack 500g;2,97;494
Colas de Mar CONSUMER, pack 240g;1,88;313
Divinas del Mar LAS DIVINAS, pack 200g;2,11;351
Gula del Norte AGUINAGA, pack 200g;4,88;812
Gula del Norte AGUINAGA, pack 300g;7,31;1216
Gula del Norte AL Ajillo AGUINAGA, pack 125g;3,47;577
Gula del Norte Con Gambas AGUINAGA, pack 125g;3,47;577
Muslitos de Mar COMPESCA, pack 250g;1,72;286
Palitos de Cangrejo COMPESCA, pack 450g;2,37;394
Palitos de Mar CONSUMER, pack 250g;0,95;158
Palitos de Mar CONSUMER, pack 450g;2,07;344
Plata del Cantábrico CONSUMER, pack 200g;3,17;527
Tronquitos de Alaska FRUDESA, Sabor Cangrejo, pack 450g;3,18;529
Ensalada de Marisco FRUDESA, pack 300g;2,72;453
Salpicón de Marisco DELFÍN, pack 300g;2,67;444
Sopa de Marisco FRUDESA, Marisco, Pescado y Verdura, bolsa 400g;2,44;406
Bogavante Cocido GAROA, pack 350g;8,53;1419
Cangrejos Cocidos DELFÍN, pack 500g;2,55;424
Langosta Cocida del Caribe DELFÍN, pack 700g;21,87;3639
Necora Cocida DELFÍN, pack 800g;12,29;2045
Pollo Empanado MAGGI, pack 330g;2,44;406
Escalope Cordon Bleu Classic: Cerdo, Jam y Ques MAGGI, pack 376g;2,96;493
San Jacobo de Jamón y Queso, Rebozado Fino MAGGI, pack 310g;2,35;391
San Jacobo FRINCA, pack 360g;1,12;186
Nuggets de Pollo MAGGI, incluye Salsa Barbacoa, pack 350g;2,48;413
Bases de Pizza LA COCINERA, 5 unid., pack 650g;1,67;278
Bases Pizza CONSUMER, 2 unid., pack 250g;0,77;128
Panini Jamón y Queso, Marco Bellini FRUDESA, 2 Baguettes, 250g;2,47;411
Pizza Americana Arizona LA COCINERA, pack 460g;2,79;464
Pizza Americana Mariachi LA COCINERA, pack 450g;2,79;464
Pizza Atún CONSUMER, pack 300g;1,64;273
Pizza Capricciosa BUITONI, Jamón, Queso y Champiñones, pack 41;3,85;641
Pizza Grandiosa MANTUA, pack 700g;3,06;509
Pizza Margarita CONSUMER, pack 275g;1,32;220
Pizza Margarita MANTUA, 3unid., 780g;3,19;531
Pizza Pasta Fina Queso y Jamón BUITONI, pack 340g;2,92;486
Pizza Pasta Fina 3 Quesos BUITONI, pack 340g;2,92;486
Pizza Romana CONSUMER, pack 300g;1,64;273
Pizza Rustica MANTUA, pack 300g;0,87;145
Pizza 3 Quesos VERA PIZZA, pack 330g;1,93;321
Pizza 4 Estaciones CONSUMER, pack 350g;1,77;295
CrÛpes de Jamón y Queso LA COCINERA, pack 300g;1,86;309
CrÛpes de Queso LA COCINERA, pack 300g;1,86;309
Croquetas de Bacalao con Huevo CONSUMER, bolsa 500g;1,9;316
Croquetas de Bacalao LA COCINERA, bolsa 500g;2,21;368
Croquetas de Estofado de Pollo LA COCINERA, bolsa 500g;2,52;419
Croquetas de Jamón con Huevo CONSUMER, bolsa 500g;1,9;316
Croquetas de Jamón Serrano LA COCINERA, bolsa 500g;2,21;368
Croquetas de Pollo con Huevo CONSUMER, bolsa 500g;1,9;316
Croquetas de Pollo LA COCINERA, bolsa 500g;2,21;368
Croquetas LA COCINERA, Cocido Casero con Jamón Serrano,bolsa 50;2,52;419
Delicias de Jamón y Queso MAGGI, pack 300g;2,27;378
Empanadillas de Bonito CONSUMER, pack 250g;1,79;298
Empanadillas de Bonito LA COCINERA, pack 250g;1,73;288
Baguetinas de Pan MAHESO, barras de pan congelado, bolsa 500g;1,61;268
Churros CONSUMER, bolsa 500g;1,28;213
Masa de Hojaldre en Láminas Finas CONSUMER, pack 500g;1,85;308
Masa de Hojaldre Enrollada KNORR, pack 500g;2,33;388
Patata Tipo Paja,Prefitas y Ultracongeladas FARM FRITES,bolsa1kg;1,39;231
Patatas Prefitas GoldenLong, MC.CAIN, bolsa 750g;1,48;246
Patatas Prefritas y Ultracongeladas CONSUMER, bolsa 1kg;1,01;168
Arroz Negro Mediterránea MAGGI, pack 435g;2,7;449
Bocaditos de Marisco PESCANOVA, pack 250g;2,52;419
Fideuá Mediterránea MAGGI, pack 435g;3,14;522
Langostinos Rebozados PESCANOVA, pack 200g;3,72;619
Medallones de Espinaca FRUDESA, pack 300g;2,31;384
Mixto Marisco PESCANOVA,Mejillónes,Gambas y Rollitos de Mar,250;2,84;473
Risotto de Setas Mediterránea MAGGI, pack 400g;2,7;449
Arroz 3 Delicias CASAGEL, bolsa 500g;1,28;213
Arroz 3 Delicias, Marisco, Salto KNORR, bolsa 500g;1,9;316
Arroz 3 Delicias, Tradicional, Salto KNORR, bolsa 500g;1,9;316
Paella de Marisco, Salto de KNORR, bolsa 400g;2,58;429
Paella de Marisco, Salto de KNORR, bolsa 700g;4,13;687
Paella Valenciana, Salto de KNORR, bolsa 400g;2,58;429
Paella Valenciana, Salto de KNORR, bolsa 700g;4,13;687
Canelones de Atún MAGGI, pack 525g;3;499
Canelones de Carne con Bechamel CONSUMER, pack 500g;2,46;409
Canelones de Carne MANTUA, pack 500g;1,46;243
Lasaña a la Boloñesa CONSUMER, pack 500g;2,46;409
Lasaña a la Boloñesa MANTUA, pack 500g;1,46;243
Lasaña de Atún MAGGI, pack 520g;3;499
Rollitos de Primavera Crujientes MAHESO, 4 unid., pack 200g;1,95;324
Tarta Helada al Whisky CONSUMER, pack 1l;4,82;802
Tarta Helada al Whisky ICE WALKER, pack 1l;2,57;428
Tarta Helada de Whisky MIKO, pack 1l;5,94;988
Tarta Carte D`Or Romántica,Chocolate,Galleta y Caramelo FRIGO,1l;7,06;1175
Tarta Helada Gran Dama Sabor Nata y Chocolate CAMY, pack 600ml;2,86;476
Tarta Helada Sabor Vainilla y Caramelo CONSUMER, pack 850ml;2,66;443
Tarta Helada Sabor Cappuccino CONSUMER, pack 600ml;1,61;268
Tarta Helada Sabor Limón CONSUMER, pack 600ml;2,02;336
Tarta Helada Sabor Nata CONSUMER, pack 1l;2,78;463
Tarta Helada Sabor Nata CONSUMER, pack 600ml;1,61;268
Tarta Helada Sabor Nata y Chocolate CIAO BELLA, pack 600ml;1,28;213
Tarta Helada Viennetta Sabor Nata FRIGO, pack 600ml;2,41;401
Bombomikos de Navidad MIKO, Rellenos, pack 300ml;4,13;687
Mini Tartas de Nata y Caramelo Mininoel MIKO, 6 unid.,pack 600ml;3,87;644
Tarta de Champagne MIKO, pack 1l;5,33;887
Tarta de Navidad MIKO, de Vainilla y Caramelo, pack 1l;4,68;779
Tronco de Chocolate Carte D`Or FRIGO, 3 Chocolates,pack 1l;5,14;855
Tronco Navideño de Turrón MIKO, pack 750ml;2,12;353
Profiteroles MAHESO, pack 200g;2,14;356
Tarta de Queso con Fresas SAN MARTÍN, pack 500g;4,91;817
Trufas Heladas MAGNUM, 12 unid., pack 160g;4,31;717
Trufas Heladas MAHESO, pack 175g;3,43;571
Helado Sabor Limón MIKO, bloque 1l;1,24;206
Helado Sabor Nata CONSUMER, bloque 1l;1,27;211
Helado Sabor Nata y Fresa CONSUMER, bloque 1l;1,27;211
Helado Sabor Vainilla CONSUMER, bloque 1l;1,27;211
Helado Sabor Vainilla, Nata y Chocolate CONSUMER, bloque 1l;1,27;211
Helado Sabor Vainilla y Chocolate CONSUMER, bloque 1l;1,27;211
Helado Crema Capuccino TONITTO, copa 1l;4,24;705
Helado Crema Chocolate con Trocitos CONSUMER, pack 1l;2,83;471
Helado Crema de Vainilla CONSUMER, pack 1l;2,83;471
Helado Crema Limón con Trocitos CONSUMER, pack 1l;2,83;471
Helado Crema Ron con Pasas CONSUMER, pack 1l;2,83;471
Helado Crema Tiramisu TONITTO, copa 1l;4,24;705
Helado Crema Yogur Frutas del Bosque TONITTO, copa 1l;4,24;705
Helado Crema Yogur Melocotón TONITTO, copa 1l;4,24;705
Helados Varios Sabores Solero Mini FRIGO, pack 6 unid., 350ml;4,3;715
Naranjas Heladas MENORQUINA, pack 2 unid., 360ml;3,92;652
Helado Bombón Almendra Sabor Vainilla MEGABOOM,pack 3unid.,360ml;1,59;265
Helado Bombón Almendrado CONSUMER, pack 3 unid., 360ml;2,16;359
Helado Bombón Almendrado MIKO, pack 6 unid., 400ml;3,31;551
Helado Bombón Blanco Sabor Vainilla MEGABOOM, pack 3unid., 360ml;1,59;265
Helado Bombón Chocolate Blanco CONSUMER, pack 3 unid., 360ml;2,16;359
Helado Bombón Classic Vainilla CONSUMER, pack 3 unid., 360ml;2,16;359
Helado Bombón Negro CONSUMER, pack 3 unid., 360ml;2,16;359
Helado Magnum Chocolate Blanco FRIGO, pack 4 unid., 480ml;3,49;581
Helado Magnum Chocolate con Almendras FRIGO, pack 4 unid., 480ml;3,49;581
Helado Magnum Double Snack Size FRIGO, pack 6 unid., 360ml;3,56;592
Helado Magnum Frac Chocolate Negro FRIGO, pack 4 unid., 480ml;3,49;581
Helado Varios Sabores Magnum Snack Size FRIGO,pack 6 unid.,360ml;3,56;592
Helados Minissime de Macadamia H?AGENÀDAZS, pack 5 unid, 225g;3,9;649
Helados Sabores Varios Minibombones CONSUMER, pack 8 unid.,456ml;2,77;461
Conos Cornetto Classico FRIGO, pack 6 unid., 560ml;3,79;631
Conos Cornetto Miniature Varios Sabores FRIGO, pack 12unid,335ml;3,99;664
Conos Sabor Nata JOKER, 4 unid., 480ml;1,27;211
Conos Sabor Nata y Caramelo CONSUMER, 4 unid., 480ml;2,34;389
Conos Sabor Vainilla y Chocolate CONSUMER, 4 unid., 480ml;2,34;389
Conos Sabor Vainilla y Chocolate JOKER, 4 unid., 480ml;1,27;211
Miniconos Sabor Vainilla CONSUMER, 10 unid., 250ml;2,19;364
Helado Sandwich Maxibon CAMY, pack 3 unid, 490ml;3,15;524
Helado Sandwich Nata FRIAS, pack 6 unid, 420ml;2,07;344
Helado Sandwich Vainilla y Chocolate CAMY, pack 6 unid, 600ml;3,13;521
Mini Helados Maxibon Nata CAMY, pack 6 unid., 510ml;3,78;629
Bombomikos de Navidad MIKO, Rellenos, pack 300ml;4,13;687
Mini Tartas de Nata y Caramelo Mininoel MIKO, 6 unid.,pack 600ml;3,87;644
Tarta de Champagne MIKO, pack 1l;5,33;887
Tarta de Navidad MIKO, de Vainilla y Caramelo, pack 1l;4,68;779
Tronco de Chocolate Carte D`Or FRIGO, 3 Chocolates,pack 1l;5,14;855
Tronco Navideño de Turrón MIKO, pack 750ml;2,12;353
Barritas Magnum Caramelo y Cacahuetes FRIGO,6 unid,384ml;3,34;556
Helado Krazy Roll CAMY, pack 4 unid., 460ml;3,45;574
Helado de Sorbete de Limón CONSUMER, pack 1l;2,01;334
Helado de Sorbete de Limón Etiqueta Negra de MIKO, pack 1l;3,37;561
Helado de Sorbete de Limón La Cremería de CAMY, pack 1l;3,28;546
Helado de Sorbete de Limón MENORQUINA, pack 2,2l;5,02;835
Helado de Turrón Etiqueta Negra de MIKO, pack 1l;3,05;507
Helado Sabor Chocolate KATY, pack 1l;1,43;238
Helado Sabor Vainilla KATY, pack 1l;1,43;238
Helado Sorbete de Limón MIKO, pack 1l;2,39;398
Stracciatella Carte D`Or Frigo, pack 900g;4,45;740
Tiramisu Carte D`Or Frigo, pack 900g;4,62;769
Nata Montada CONSUMER, pack 500g;1,26;210
Nata Montada MIKO, pack 500g;1,47;245
Leche Entera ALOÐA, brik 1l;0,6;100
Leche Entera BOMILK, brik 1 l;0,52;87
Leche Entera CONSUMER, brik 1l;0,59;98
Leche Entera KAIKU, brik 1l;0,71;118
Leche Entera PASCUAL, brik 1l;0,74;123
Leche Entera RAM, brik 1l;0,63;105
Leche Desnatada ALOÐA, brik 1l;0,56;93
Leche Desnatada BOMILK, brik 1l;0,44;73
Leche Desnatada CONSUMER, brik 1l;0,55;92
Leche Desnatada KAIKU, brik 1l;0,68;113
Leche Desnatada PASCUAL, brik 1l;0,74;123
Leche Desnatada RAM, brik 1l;0,63;105
Leche Semidesnatada ALOÐA, brik 1l;0,58;97
Leche Semidesnatada BOMILK, brik 1l;0,48;80
Leche Semidesnatada CONSUMER, brik 1l;0,57;95
Leche Semidesnatada KAIKU, brik 1l;0,7;116
Leche Semidesnatada PASCUAL, brik 1l;0,74;123
Leche Semidesnatada RAM, brik 1l;0,63;105
Leche Desnatada Calcio CONSUMER, brik 1 litro;0,71;118
Leche Desnatada Calcio KAIKU, brik 1l;0,87;145
Leche Desnatada Calcio PASCUAL, brik 1 litro;0,91;151
Leche Desnatada Calcio PULEVA, brik 1l;0,91;151
Leche Desnatada Calcio RAM, brik 1L;0,81;135
Leche Entera Calcio CONSUMER, brik 1 litro;0,71;118
Leche Entera Calcio KAIKU, brik 1l;0,87;145
Leche Entera CAlcio PASCUAL, brik 1l;0,91;151
Leche Entera Calcio PULEVA, brik 1l;0,91;151
Leche Entera Calcio RAM, brik 1l;0,81;135
Leche Semidesnatada Calcio CONSUMER, brik 1 litro;0,71;118
Leche Semidesnatada Calcio KAIKU, brik 1l;0,87;145
Leche Semidesnatada Calcio PULEVA, brik 1l;0,91;151
Leche Semidesnatada Calcio RAM, brik 1L;0,81;135
Leche ASTURIANA, con Fibra, 1l;0,88;146
Leche ASTURIANA, Jalea Real, brik 1l;0,88;146
Leche de Cabra PRESIDENT, botella 1l;1,21;201
Leche Ecológica Entera PRESIDENT, brik 1 litro;1,1;183
Leche KAIKU, Energía y crecimiento, brik 1l;0,76;126
Leche RAM, Energía y crecimiento, brik 1l;0,79;131
Leche Semidesnatada CONSUMER Energía+Crecimiento, brik 1 litro;0,66;110
Leche Semidesnatada PRESIDENT, Ecológica, botella 1l;1,1;183
Preparado Lácteo KAIKU Rico en Omega 3, brik 1l;0,98;163
Leche Crecimiento Entera PRESIDENT, brik 1 litro;1,54;256
Leche Crecimiento MILUPA, brik 1l;1,51;251
Leche Crecimiento NESTLE Junior, brik 500 ml, pack 4 unid.;3,15;524
Leche Crecimiento NESTLE Junior, con Cereales, brik 500 ml;0,81;135
Leche Crecimiento PASCUAL, brik 500 ml;0,76;126
Leche Crecimiento PULEVA, brik 500 ml;0,72;120
Leche Desnatada CENTRAL LECHERA ASTURIANA, botella 1,5l;1,09;181
Leche Desnatada CONSUMER, botella 1,5l;0,8;133
Leche Desnatada KAIKU, botella 1,5l;1;166
Leche Entera CENTRAL LECHERA ASTURIANA, botella 1,5l;1,09;181
Leche Entera CONSUMER, botella 1,5l;0,91;151
Leche Entera KAIKU, botella 1,5l;1,06;176
Leche Semidesnatada CENTRAL LECHERA ASTURIANA, botella 1,5l;1,09;181
Leche Semidesnatada CONSUMER, botella 1,5l;0,86;143
Leche Semidesnatada KAIKU, botella 1,5l;1,03;171
Leche Baja en Lactosa KAIKU Digestiva Plus, brik 1l;0,89;148
Leche Semidesnatada Baja en Lactosa PRESIDENT, brik 1 litro;1,01;168
Preparado Lácteo Entero FLORA, brik 1l;0,83;138
Preparado Lácteo PULEVA Mamá, brik 0,5l;0,69;115
Preparado Lácteo PULEVA Mamá, brik 1l;1,09;181
Preparado Lácteo PULEVA Omega 3, brik 1l;1,04;173
Preparado Lácteo Semidesnatado con Magnesio PRESIDENT, brik 1l;0,87;145
Preparado Lácteo Semidesnatado FLORA, brik 1l;0,83;138
Leche Condensada CONSUMER, lata 740g;1,62;270
Leche Condensada CONSUMER, pack 397g;0,92;153
Leche Condensada Desnatada LACTDAY, 740g;1,59;265
Leche Condensada LA LECHERA, pack 370g;1,28;213
Leche Condensada LA LECHERA, pack 740g;1,99;331
Leche Condensada LA LECHERA, tubo 170g;0,95;158
Leche en Polvo Desnatada Bio Sveltesse NESTLÉ, con Calcio, 400g;3,41;567
Leche en Polvo Entera LA LECHERA, pack 1kg;7,8;1298
Leche Líquida Concentrada Evaporizada IDEAL, pack 410g;1,28;213
Nata Esterilizada LA LECHERA, lata 170g;1,1;183
Yogur Natural Azucarado CONSUMER, 125g, pack 4 unid.;0,56;93
Yogur Natural Azucarado DANONE, 125g, pack 4 unid.;0,95;158
Yogur Natural Azucarado DANONE, 125g, pack 8 unid.;1,9;316
Yogur Natural Azucarado KAIKU, 125g, pack 4 unid.;0,8;133
Yogur Natural Azucarado NESTLÉ, 125g, pack 8 unid.;1,69;281
Yogur Natural CONSUMER, 125g, pack 4 unid.;0,47;78
Yogur Natural DANONE, 125g, pack 4 unid.;0,95;158
Yogur Natural DANONE, 125g, pack 8 unid.;1,9;316
Yogur Natural Griego DANONE, 125g, pack 4 unid.;1,92;319
Yogur Natural KAIKU, 125g, pack 8 unid.;1,51;251
Yogur Natural NESTLÉ, 125g, pack 8 unid.;1,66;276
Yogur Vitalínea DANONE, Natural, Cremoso, 125g, pack 4 unid.;1,56;260
Yogur CONSUMER, sabor Fresa, 125g, pack 4 unid.;0,58;97
Yogur CONSUMER, sabor Limón, 125g, pack 4 unid.;0,58;97
Yogur CONSUMER, sabor Plátano, 125g, pack 4 unid.;0,58;97
Yogur DANONE, sabor Coco, 125g, pack 4 unid.;0,95;158
Yogur DANONE, sabor Fresa, 125g, pack 4 unid.;0,94;156
Yogur DANONE, sabor Limón, 125g, pack 4 unid.;0,94;156
Yogur DANONE, sabor Macedonia, 125g, pack 4 unid.;0,95;158
Yogur DANONE, sabor Plátano, 125g, pack 4 unid.;0,94;156
Yogur KAIKU, sabor Vainilla, 125g, pack 4 unid.;0,83;138
Yogur NESTLÉ, sabor a Coco, 125g, pack 4 unid.;0,85;141
Yogur DANONE, sabor Fresa y Limón, 125g, pack 8 unid.;1,9;316
Yogur DANONE, sabor Fresa y Plátano, 125g, pack 8 unid.;1,9;316
Yogur DANONE, sabor Fresa-Coco-Macedonia, 125g, pack 8 unid.;1,9;316
Yogur KAIKU, sabor Fresa y Limón, 125g, pack 8 unid.;1,61;268
Yogur KAIKU, sabor Fresa y Plátano, 125g, pack 8 unid.;1,61;268
Yogur NESTLÉ, sabor Fresa-Macedonia-Coco, 125g, pack 8 unid.;1,69;281
Yogur NESTLÉ, sabor Fresa-Piña-Limón, 125g, pack 8 unid.;1,69;281
Yogur DANONE, con Coco Triturado, 125g, pack 4 unid.;1,21;201
Yogur DANONE, con Fresa Triturada, 125g, pack 4 unid.;1,21;201
Yogur DANONE, con Fresa y Plátano Triturado, 125g, pack 8 unid.;2,42;403
Yogur DANONE, con Fresa y Plátano Triturados, 125g, pack 4 unid;1,21;201
Yogur DANONE, con Fresas, 125g, pack 4 unid.;1,36;226
Yogur DANONE, con Frutas Del Bosque, 125g, pack 4 unid.;1,36;226
Yogur DANONE, con Macedonia, 125g, pack 4 unid.;1,36;226
Yogur DANONE, con Melocotón Triturado, 125g, pack 4 unid.;1,21;201
Yogur DANONE, con Melocotón, 125g, pack 4 unid.;1,36;226
Yogur DANONE, con Piña, 125g, pack 4 unid.;1,36;226
Yogur DELICE, con Frutas, 500g;0,64;106
Yogur Desnatado CONSUMER, Natural, 125g, pack 4 unid.;0,5;83
Yogur Desnatado KAIKU, Natural, 125g, pack 4 unid.;0,98;163
Yogur Desnatado SVELTESSE, Natural, 125g, pack 4 unid.;1,19;198
Yogur Vitalínea DANONE, Natural, 125g, pack 4 unid.;1,24;206
Yogur Vitalínea DANONE, Natural,con Edulcorantes,125g,pack 4unid;1,24;206
Yogur Desnatado CONSUMER, sabor Fresa, 125g, pack 4 unid.;0,64;106
Yogur Desnatado KAIKU, sabor Fresa, 125g, pack 4 unid.;1,02;170
Yogur Vitalínea DANONE, sabor a Piña, 125g, pack 4 unid.;1,24;206
Yogur Vitalínea DANONE, sabor Fresa, 125g, pack 4 unid.;1,24;206
Yogur Vitalínea DANONE, sabor Limón, 125g, pack 4 unid.;1,24;206
Yogur Desnatado DELICE, con Fruta, 250g;0,42;70
Yogur Desnatado SVELTESSE, con fresas, 125g, pack 4 unid.;1,56;260
Yogur Vitalínea DANONE,  con Piña, 125g, pack 4 unid.;1,67;278
Yogur Vitalínea DANONE, con Cereales, 125g, pack 4 unid.;1,67;278
Yogur Vitalínea DANONE, con Fresas, 125g, pack 4 unid.;1,67;278
Yogur Vitalínea DANONE, con Manzana, 125g, pack 4 unid.;1,67;278
Yogur Vitalínea DANONE, con Melocotón, 125g, pack 4 unid.;1,67;278
Yogur Vitalínea DANONE, con Naranja, 125g, pack 4 unid.;1,67;278
Crema de Yogur Daníssimo Natural Azucarado DANONE, 4 unid., 125g;1,93;321
Crema de Yogur Daníssimo Sabor Fresa DANONE, pack 4 unid., 125g;1,93;321
Crema de Yogur Daníssimo Sabor Limón DANONE, pack 4 unid., 125g;1,93;321
Crema de Yogur Daníssimo Sabor Melocotón DANONE, pack 4 unid.;1,93;321
Enriquecido de Fresa DANONE, 140g, pack 2 unid.;0,91;151
Enriquecido Natural DANONE, Azucarado, 140g, pack 2 unid.;0,91;151
Enriquecido Natural DANONE, 140g, pack 2 unid.;0,91;151
Yogur con Fresa LA LECHERA, 145 g, pack 2 unid.;1,04;173
Yogur con Frutas del Bosque LA LECHERA, 145g, pack 2 unid.;1,04;173
Yogur con Melocotón LA LECHERA, 145g, pack 2 unid.;1,04;173
Yogur DANONE, Enriquecido con Fresas, 140g, pack 2 unid.;1,04;173
Yogur DANONE, Enriquecido con Melocotón, 140g, pack 2 unid.;1,04;173
Yogur Enriquecido DANONE, sabor Limón, 140g, pack 2 unid.;0,91;151
Yogur LANDLIEBE, Con Albaricoque, tarro 500g;1,64;273
Yogur LANDLIEBE, Con Avellana, tarro 500g;1,64;273
Yogur LANDLIEBE, Con Frambuesas, tarro 500g;1,64;273
Yogur LANDLIEBE, Con Fresa, tarro 500g;1,64;273
Yogur Natural Azucarado LA LECHERA, 140g, pack 2 unid.;0,83;138
Yogur Natural LA LECHERA, 140g, pack 2 unid.;0,83;138
Yogur Sabor Fresa LA LECHERA, 140 g, pack 2 unid.;0,83;138
Yogur Sabor Limón LA LECHERA, 140 g, pack 2 unid.;0,83;138
Dan`up DANONE, Natural Azucarado, botella 600g;1,47;245
Dan`up de Fresa DANONE, botella 600 g;1,47;245
Dan`up de Fresa DANONE, 180 ml, pack 4 unid.;2,18;363
Dan`up de Fresa y Plátano DANONE, botella 600 g;1,47;245
Dan`up de Fresa y Plátano DANONE, 180g, pack 4 unid.;2,18;363
Dan`up de Piña y Coco DANONE, pack 180g, 4 unid.;2,18;363
YOCO, para Beber, sabor Fresa, 200ml, pack 4 unid.;2,26;376
Yogur Desnatado Vitalínea DANONE,sabor fresa,líquido,165g, 4un;2,25;374
Yogur Desnatado Vitalínea DANONE,sabor piña,líquido, 165g, 4u;2,25;374
Yogur Líquido KAIKU Yog`s, Natural, botella 750g;1,38;230
Yogur Líquido KAIKU Yog`s, sabor melocotón, botella 750g;1,38;230
Actimel Líquido DANONE, sabor Naranja, 100ml, pack 6 unid.;2,94;489
Actimel Líquido DANONE, 100ml, pack 6 unid.;2,94;489
Actimel Líquido DANONE,Desnatado,Bajo en Azúcar,100ml,pack 6unid;2,94;489
KAIKU Actif, Natural, para Beber, 70g, pack 6 unid.;1,99;331
KAIKU Actif, sabor Fresa, para Beber, 70g, pack 6 unid.;1,99;331
KAIKU Actif, sabor Manzana y Pera, para Beber, 70g, pack 6 unid.;1,99;331
KAIKU Actif, sabor Melocotón, para Beber, 70g, pack 6 unid.;1,99;331
LC1 NESTLÉ, para Beber, Natural, Azucarado, 800g, pack 4 unid.;2,46;409
LC1 NESTLÉ, para Beber, sabor Fresa, 800g, pack 4 unid.;2,46;409
SVELTESSE Liq. Fruta Melocotón 720ml;2,46;409
SVELTESSE Liquido Fresa    720 ml;2,46;409
Yogur Bio Líquido CLESA, Natural, 1l;1,59;265
Yogur Bio Líquido CLESA, sabor Limón,  botella 1l;1,59;265
Yogur Bio Líquido DANONE, Natural, 125g, pack 4 unid.;2,29;381
Yogur Bio Líquido DANONE, sabor Fresa, 150g, pack 4 unid.;2,29;381
Yogur Bio Líquido DANONE, sabor Limón, 150g, pack 4 unid.;2,29;381
Yogur Bio Líquido SVELTESSE, con pulpa de fresa,800g,pack 4 unid;2,3;383
Yogur Bio Líquido SVELTESSE,pulpa de melocotón,800g,pack 4 unid;2,3;383
Yogur Líquido KAIKU Yog`s, Natural, botella 750g;1,38;230
Yogur Líquido KAIKU Yog`s, sabor melocotón, botella 750g;1,38;230
Actimel Natural DANONE, 125g, pack 4 unid.;2,24;373
CONSUMER Biactive Natural, 125g, pack 4 unid.;0,64;106
CONSUMER Biactive, sabor Fresa, 125g, pack 4 unid.;0,74;123
CONSUMER Biactive, sabor Limón, 125g, pack 4 unid.;0,74;123
CONSUMER Biactive, sabor Plátano, 125g, pack 4 unid.;0,74;123
Yogur Bio Calcio NESTLÉ, 125g, pack 4 unid.;1,54;256
Yogur Bio Natural DANONE, 125g, pack 4 unid.;1,51;251
Yogur Bionanyu KAIKU, sabor Fresa, 125g, pack 4 unid.;1,19;198
Yogur Bionanyu KAIKU, sabor Limón, 125g, pack 4 unid.;1,19;198
Yogur Bionanyu KAIKU, sabor Piña, 125g, pack 4 unid.;1,19;198
Yogur Bionanyu KAIKU, sabor Plátano, 125g, pack 4 unid.;1,19;198
Yogur Bionanyu Natural KAIKU, 125g, pack 4 unid.;1,12;186
Bio DANONE, con Fresa, 125g, pack 4 unid.;1,79;298
BIOGHURT con Frutas, tarrina 500g;0,96;160
CONSUMER Biactive, con Ciruela, 125g, pack 4 unid.;1,05;175
CONSUMER Biactive con Fresas, 125g, pack 4 unid.;1,05;175
CONSUMER Biactive, con Frutas Del Bosque,125g, pack 4 unid.;1,05;175
Yogur Bio DANONE, con Ciruela, 125g, pack 4 unid.;1,79;298
Yogur Bio DANONE, con Frutas del Bosque, 125g, pack 4 unid.;1,79;298
Yogur Bio DANONE, con Manzana, 125g, pack 4 unid.;1,79;298
Yogur Bio Fibras DANONE, con Cereales, 125g, pack 4 unid.;1,83;304
Yogur Bio Fibras DANONE, con Muesli y Coco, 125g, pack 4 unid.;1,83;304
Yogur Bio Fibras DANONE, con Muesli, 125g, pack 4 unid.;1,83;304
Yogur Bionanyu KAIKU, con Fresas, 125g, pack 4 unid.;1,41;235
Yogur Bionanyu KAIKU, con Frutas Del Bosque, 125g, pack 4 unid.;1,41;235
Yogur Bionanyu KAIKU, con Manzana y Ciruela, 125g, pack 4 unid.;1,41;235
Yogur Bionanyu KAIKU, con Melocotón, 125g, pack 4 unid.;1,41;235
Yogur Bionanyu KAIKU, Desnatado, con Muesli, 125g, pack 4 unid.;1,41;235
Yogur Biactive CONSUMER, Desnatado,sabor Fresa,125g,pack 4 unid.;0,9;150
Yogur Biactive CONSUMER, Desnatado,sabor Limón,125g,pack 4 unid.;0,9;150
Yogur Biactive Natural CONSUMER, Desnatado, 125g, pack 4 unid.;0,61;101
Yogur Bio Desnatado Natural DANONE, 125g, pack 4 unid.;1,64;273
Yogur Bionanyu KAIKU, Desnatado, sabor Fresa, 125g, pack 4 unid.;1,22;203
Yogur Bionanyu KAIKU, Desnatado, sabor Limón, 125g, pack 4 unid.;1,22;203
Yogur Bionanyu Natural KAIKU, Desnatado, 125g, pack 4 unid.;1,16;193
Yogur Bio DANONE,  Desnatado, con Piña, 125g, pack 4 unid.;1,79;298
Yogur Bio DANONE, Desnatado, con Ciruela, 125g, pack 4 unid.;1,79;298
Yogur Bio DANONE, Desnatado, con Melocotón, 125g, pack 4 unid.;1,79;298
Postre KAIGUR, Natural Azucarado, 125g, pack 4 unid.;0,82;136
